Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,No. Unique PER,No. Unique LOC,No. Unique ORG
2005.a4.txt,18.34,11.9,5.56,5.95,6,4,1
1034.a4.txt,17.6,11.98,7.33,6.36,9,0,1
1057.a4.txt,14.72,12.63,5.89,4.56,8,4,1
0186.a4.txt,17.01,13.0,6.2,3.65,3,0,2
2066.a4.txt,19.11,11.79,7.86,4.88,10,0,0
2017.a4.txt,19.3,11.22,7.18,4.94,6,2,0
0194.a4.txt,19.57,12.97,6.26,4.32,6,2,3
0223.a4.txt,16.1,13.54,5.6,4.43,6,1,3
2074.a4.txt,16.34,14.39,6.82,4.11,6,0,2
0120.a4.txt,14.09,15.23,6.36,3.86,6,1,4
3003.a4.txt,20.93,12.17,7.89,3.89,6,0,1
4031.a4.txt,15.46,13.62,4.66,5.77,6,1,1
0104.a4.txt,16.93,11.99,7.26,4.31,4,2,3
0179.a4.txt,19.78,11.44,9.78,2.56,9,2,2
4023.a4.txt,14.61,11.78,6.54,6.11,5,2,1
0108.a4.txt,16.7,14.11,6.22,4.77,8,3,3
0175.a4.txt,17.7,11.4,7.84,4.63,8,1,1
5009.a4.txt,17.76,11.54,8.23,4.04,4,3,4
1022.a4.txt,16.4,12.37,6.23,5.08,7,4,2
0190.a4.txt,15.5,11.78,5.53,4.21,3,2,6
0227.a4.txt,20.28,11.67,4.17,4.26,10,1,4
2062.a4.txt,14.1,12.87,6.99,5.11,6,1,1
0235.a4.txt,16.87,13.03,7.82,3.35,6,0,3
1006.a4.txt,22.72,9.24,9.02,5.23,7,2,1
1018.a4.txt,16.9,12.76,7.35,4.78,10,1,3
1065.a4.txt,15.75,13.11,8.02,4.7,9,1,1
2058.a4.txt,17.82,9.29,10.52,4.55,10,2,3
1014.a4.txt,16.57,13.51,6.46,4.58,7,0,1
2046.a4.txt,17.26,11.77,8.46,4.91,7,0,1
1077.a4.txt,21.01,11.01,9.62,6.2,8,3,2
0171.a4.txt,16.9,10.8,7.13,4.14,9,0,4
0112.a4.txt,16.39,13.0,6.44,4.33,3,1,3
0128.a4.txt,21.08,12.1,5.65,4.38,2,3,1
0136.a4.txt,15.95,11.85,7.84,3.83,8,2,4
0159.a4.txt,18.12,10.99,7.7,5.44,8,0,7
1088.a4.txt,14.41,13.56,5.45,3.75,7,0,2
0102.a4.txt,18.1,11.12,6.65,3.82,9,2,7
0161.a4.txt,19.22,11.11,8.11,3.22,4,2,4
0110.a4.txt,19.54,11.83,7.07,3.6,1,2,2
3042.a4.txt,14.08,14.75,5.86,6.42,5,0,1
1094.a4.txt,12.75,12.51,6.26,6.72,11,3,0
1098.a4.txt,16.77,11.98,7.06,5.55,9,2,1
0149.a4.txt,16.29,12.78,8.22,3.79,7,2,1
0134.a4.txt,15.6,11.22,9.54,4.26,5,0,1
0157.a4.txt,16.41,11.46,7.84,6.76,7,1,1
0237.a4.txt,16.45,12.75,8.34,5.13,3,0,2
1032.a4.txt,14.11,13.54,7.51,6.37,7,2,3
2072.a4.txt,18.78,12.59,6.94,5.34,7,2,4
0192.a4.txt,20.41,12.27,4.98,4.25,3,2,2
1043.a4.txt,14.96,11.33,8.58,5.61,9,0,0
2011.a4.txt,21.46,10.4,8.63,4.54,8,0,2
2044.a4.txt,19.31,10.63,7.63,3.44,7,3,2
1008.a4.txt,18.37,10.24,7.8,6.24,6,4,3
2039.a4.txt,20.11,10.28,7.18,5.75,8,3,2
0213.a4.txt,20.57,11.53,5.47,5.71,5,3,1
2056.a4.txt,15.26,13.42,7.47,6.39,7,0,0
1067.a4.txt,16.42,10.65,6.89,5.39,3,5,1
1104.a4.txt,18.64,10.34,7.61,4.2,7,1,1
2048.a4.txt,19.57,11.39,8.27,3.65,9,2,2
2035.a4.txt,17.26,13.03,4.46,5.14,3,2,2
2069.a4.txt,15.78,14.72,6.48,5.54,8,0,2
2014.a4.txt,17.09,11.43,7.97,4.93,8,1,2
0197.a4.txt,16.32,12.42,5.6,4.75,7,0,5
2065.a4.txt,12.51,13.42,6.99,5.19,9,4,1
0185.a4.txt,18.62,12.53,8.0,3.82,8,1,1
2018.a4.txt,20.19,11.49,8.59,5.08,9,0,3
2030.a4.txt,15.96,13.89,5.12,4.73,7,1,1
0204.a4.txt,17.38,11.9,6.15,4.14,7,2,2
1013.a4.txt,17.05,12.16,7.73,3.3,10,1,0
0208.a4.txt,12.13,14.07,6.23,6.91,11,1,5
2022.a4.txt,16.76,13.29,5.2,4.05,10,3,2
1070.a4.txt,14.2,14.45,4.4,7.66,5,4,0
0216.a4.txt,16.22,13.67,5.41,3.24,8,0,6
0176.a4.txt,18.43,10.79,7.3,6.18,10,2,3
0168.a4.txt,18.21,11.91,7.81,5.69,12,1,9
0115.a4.txt,20.92,9.78,7.67,5.82,3,4,4
0119.a4.txt,17.51,13.91,5.28,4.2,2,0,3
0107.a4.txt,16.99,13.48,7.13,4.64,4,0,1
0140.a4.txt,16.55,10.22,6.2,4.87,6,0,4
0178.a4.txt,19.89,11.5,8.11,5.18,5,0,6
0105.a4.txt,15.6,11.32,6.29,7.67,5,0,2
4030.a4.txt,15.34,14.71,5.61,6.03,5,1,3
3026.a4.txt,17.25,11.55,7.65,4.23,3,0,1
0109.a4.txt,18.37,12.74,7.75,4.46,5,2,1
0121.a4.txt,16.9,11.66,6.62,5.34,10,2,4
1081.a4.txt,17.84,11.62,6.85,2.9,9,1,1
2067.a4.txt,15.13,12.55,6.89,4.92,9,0,1
0187.a4.txt,15.36,13.64,6.02,3.56,5,0,6
0199.a4.txt,18.89,10.45,8.44,4.53,10,0,2
1048.a4.txt,16.43,14.0,5.88,6.29,6,1,2
2075.a4.txt,17.25,10.37,6.24,5.61,10,1,1
2008.a4.txt,15.45,13.48,10.0,5.91,6,0,0
0222.a4.txt,18.09,13.25,6.8,4.61,6,1,2
0195.a4.txt,19.14,12.02,4.55,3.73,6,1,2
1072.a4.txt,18.79,10.22,8.86,4.77,5,0,1
0214.a4.txt,13.75,13.51,6.69,6.69,8,0,5
2020.a4.txt,15.58,12.79,6.51,4.07,5,1,0
0206.a4.txt,13.58,11.38,7.27,5.07,5,4,7
1060.a4.txt,18.71,10.47,11.18,3.76,4,2,1
1103.a4.txt,17.35,11.53,6.05,5.37,8,4,2
1003.a4.txt,21.54,12.03,7.18,3.59,4,1,1
2032.a4.txt,18.73,11.58,6.15,4.71,8,0,1
0218.a4.txt,14.46,12.07,7.41,2.39,6,1,2
0137.a4.txt,19.63,10.74,6.3,4.2,6,2,2
3065.a4.txt,16.11,13.33,5.33,6.95,7,0,3
0158.a4.txt,15.78,11.08,7.52,6.17,7,0,1
4045.a4.txt,17.16,12.02,6.34,6.45,5,2,0
4034.a4.txt,15.56,13.96,6.98,6.18,5,0,2
1064.a4.txt,17.98,11.69,7.27,4.72,7,0,2
0202.a4.txt,16.73,15.87,4.18,2.21,2,0,2
2028.a4.txt,19.05,12.14,7.66,3.78,15,4,1
2055.a4.txt,16.93,11.33,6.58,3.9,10,1,1
2036.a4.txt,13.83,13.5,7.08,4.87,4,1,0
1076.a4.txt,19.46,11.08,6.73,3.42,6,2,3
2024.a4.txt,16.59,13.6,6.56,5.61,10,0,1
1068.a4.txt,23.94,10.81,7.8,2.87,4,0,4
2059.a4.txt,18.41,11.66,7.11,4.66,8,2,2
2071.a4.txt,13.21,11.89,6.34,5.15,10,1,0
0238.a4.txt,16.16,12.67,5.07,3.7,5,1,2
2012.a4.txt,19.13,10.39,7.38,3.4,9,0,1
1023.a4.txt,20.41,8.64,9.72,5.72,11,1,3
0234.a4.txt,18.7,10.95,8.86,6.27,9,1,4
1052.a4.txt,15.8,11.85,6.66,5.42,10,0,1
2000.a4.txt,20.78,10.21,7.24,4.75,6,0,1
1017.a4.txt,18.07,11.64,8.05,6.16,3,1,4
2038.a4.txt,20.61,11.04,6.99,5.15,6,0,2
1074.a4.txt,15.81,10.43,8.68,5.37,10,0,0
1009.a4.txt,19.31,11.45,6.56,4.5,7,2,3
2034.a4.txt,17.13,12.31,5.56,5.56,6,5,2
1005.a4.txt,17.66,10.62,5.5,4.25,9,2,3
2049.a4.txt,21.56,10.16,6.23,3.77,10,7,3
1066.a4.txt,20.86,10.43,8.75,3.48,6,2,1
0200.a4.txt,16.31,13.85,6.69,7.28,5,0,2
2057.a4.txt,18.9,12.08,6.82,6.34,7,1,1
1050.a4.txt,17.29,12.31,8.85,4.56,4,1,2
2061.a4.txt,15.38,11.56,8.31,4.71,9,6,0
1021.a4.txt,17.8,10.26,9.35,5.13,5,1,1
1121.a4.txt,18.37,11.93,6.86,5.81,8,0,2
0224.a4.txt,14.89,11.28,7.38,4.26,10,2,4
0193.a4.txt,18.79,11.63,5.59,3.15,5,2,5
0139.a4.txt,15.56,7.91,8.93,3.44,7,2,2
1095.a4.txt,17.57,12.53,8.01,6.33,9,0,1
0127.a4.txt,12.95,12.56,5.7,7.38,7,1,1
0156.a4.txt,13.92,12.43,6.22,4.86,4,2,4
0135.a4.txt,18.56,10.06,7.66,6.23,9,0,1
1099.a4.txt,16.56,12.69,7.4,2.65,8,2,1
4028.a4.txt,16.07,13.89,5.86,5.74,3,0,1
0103.a4.txt,12.38,12.81,5.24,3.54,12,4,7
0111.a4.txt,16.17,12.72,7.13,4.28,4,0,5
3020.a4.txt,15.91,11.64,5.94,5.82,5,1,1
